event_id,hunter_id,event_type,event_description,event_outcome
Event_668,Hunter_338,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_669,Hunter_506,Animal Encounter,Encountered a hidden treasure.,Success
Event_670,Hunter_821,Treasure Found,Encountered a dangerous obstacle.,Success
Event_671,Hunter_900,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_672,Hunter_642,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_673,Hunter_449,Treasure Found,Encountered a rare animal.,Success
Event_674,Hunter_974,Dangerous Challenge,Encountered a rare animal.,Failure
Event_675,Hunter_364,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_676,Hunter_674,Treasure Found,Encountered a hidden treasure.,Success
Event_677,Hunter_334,Treasure Found,Encountered a rare animal.,Success
Event_678,Hunter_670,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_679,Hunter_576,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_680,Hunter_240,Treasure Found,Encountered a hidden treasure.,Failure
Event_681,Hunter_68,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_682,Hunter_721,Animal Encounter,Encountered a rare animal.,Success
Event_683,Hunter_601,Treasure Found,Encountered a rare animal.,Failure
Event_684,Hunter_331,Treasure Found,Encountered a hidden treasure.,Failure
Event_685,Hunter_615,Dangerous Challenge,Encountered a rare animal.,Failure
Event_686,Hunter_545,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_687,Hunter_320,Dangerous Challenge,Encountered a rare animal.,Failure
Event_688,Hunter_682,Animal Encounter,Encountered a hidden treasure.,Failure
Event_689,Hunter_596,Treasure Found,Encountered a dangerous obstacle.,Success
Event_690,Hunter_599,Treasure Found,Encountered a hidden treasure.,Success
Event_691,Hunter_18,Animal Encounter,Encountered a hidden treasure.,Success
Event_692,Hunter_153,Treasure Found,Encountered a hidden treasure.,Success
Event_693,Hunter_2,Dangerous Challenge,Encountered a rare animal.,Failure
Event_694,Hunter_491,Treasure Found,Encountered a dangerous obstacle.,Success
Event_695,Hunter_418,Animal Encounter,Encountered a hidden treasure.,Failure
Event_696,Hunter_908,Treasure Found,Encountered a hidden treasure.,Failure
Event_697,Hunter_888,Dangerous Challenge,Encountered a rare animal.,Failure
Event_698,Hunter_209,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_699,Hunter_18,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_700,Hunter_989,Animal Encounter,Encountered a hidden treasure.,Failure
Event_701,Hunter_465,Animal Encounter,Encountered a hidden treasure.,Success
Event_702,Hunter_424,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_703,Hunter_138,Animal Encounter,Encountered a hidden treasure.,Success
Event_704,Hunter_404,Treasure Found,Encountered a dangerous obstacle.,Success
Event_705,Hunter_713,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_706,Hunter_605,Treasure Found,Encountered a rare animal.,Failure
Event_707,Hunter_707,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_708,Hunter_694,Treasure Found,Encountered a rare animal.,Success
Event_709,Hunter_61,Treasure Found,Encountered a dangerous obstacle.,Success
Event_710,Hunter_817,Animal Encounter,Encountered a hidden treasure.,Success
Event_711,Hunter_790,Treasure Found,Encountered a hidden treasure.,Success
Event_712,Hunter_218,Animal Encounter,Encountered a rare animal.,Failure
Event_713,Hunter_432,Dangerous Challenge,Encountered a rare animal.,Failure
Event_714,Hunter_937,Treasure Found,Encountered a hidden treasure.,Failure
Event_715,Hunter_545,Dangerous Challenge,Encountered a rare animal.,Failure
Event_716,Hunter_29,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_717,Hunter_533,Animal Encounter,Encountered a rare animal.,Failure
Event_718,Hunter_150,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_719,Hunter_727,Treasure Found,Encountered a rare animal.,Success
Event_720,Hunter_605,Treasure Found,Encountered a rare animal.,Failure
Event_721,Hunter_23,Animal Encounter,Encountered a rare animal.,Success
Event_722,Hunter_902,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_723,Hunter_816,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_724,Hunter_912,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_725,Hunter_857,Dangerous Challenge,Encountered a rare animal.,Failure
Event_726,Hunter_395,Treasure Found,Encountered a dangerous obstacle.,Success
Event_727,Hunter_288,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_728,Hunter_441,Dangerous Challenge,Encountered a rare animal.,Failure
Event_729,Hunter_565,Treasure Found,Encountered a hidden treasure.,Success
Event_730,Hunter_953,Dangerous Challenge,Encountered a rare animal.,Failure
Event_731,Hunter_762,Dangerous Challenge,Encountered a rare animal.,Failure
Event_732,Hunter_109,Treasure Found,Encountered a dangerous obstacle.,Success
Event_733,Hunter_557,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_734,Hunter_10,Treasure Found,Encountered a rare animal.,Success
Event_735,Hunter_878,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_736,Hunter_607,Treasure Found,Encountered a hidden treasure.,Success
Event_737,Hunter_319,Treasure Found,Encountered a rare animal.,Failure
Event_738,Hunter_727,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_739,Hunter_645,Treasure Found,Encountered a hidden treasure.,Success
Event_740,Hunter_356,Animal Encounter,Encountered a rare animal.,Failure
Event_741,Hunter_355,Animal Encounter,Encountered a hidden treasure.,Failure
Event_742,Hunter_957,Dangerous Challenge,Encountered a rare animal.,Failure
Event_743,Hunter_614,Treasure Found,Encountered a hidden treasure.,Failure
Event_744,Hunter_228,Treasure Found,Encountered a hidden treasure.,Success
Event_745,Hunter_243,Animal Encounter,Encountered a rare animal.,Success
Event_746,Hunter_874,Treasure Found,Encountered a hidden treasure.,Failure
Event_747,Hunter_832,Animal Encounter,Encountered a hidden treasure.,Failure
Event_748,Hunter_588,Treasure Found,Encountered a hidden treasure.,Failure
Event_749,Hunter_368,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_750,Hunter_107,Treasure Found,Encountered a rare animal.,Success
Event_751,Hunter_295,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_752,Hunter_434,Dangerous Challenge,Encountered a rare animal.,Failure
Event_753,Hunter_653,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_754,Hunter_862,Dangerous Challenge,Encountered a rare animal.,Success
Event_755,Hunter_200,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_756,Hunter_603,Treasure Found,Encountered a dangerous obstacle.,Success
Event_757,Hunter_772,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_758,Hunter_907,Treasure Found,Encountered a hidden treasure.,Success
Event_759,Hunter_739,Dangerous Challenge,Encountered a rare animal.,Success
Event_760,Hunter_377,Treasure Found,Encountered a dangerous obstacle.,Success
Event_761,Hunter_880,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_762,Hunter_29,Animal Encounter,Encountered a hidden treasure.,Failure
Event_763,Hunter_16,Animal Encounter,Encountered a hidden treasure.,Success
Event_764,Hunter_271,Treasure Found,Encountered a dangerous obstacle.,Success
Event_765,Hunter_338,Animal Encounter,Encountered a rare animal.,Success
Event_766,Hunter_783,Animal Encounter,Encountered a rare animal.,Failure
Event_767,Hunter_794,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_768,Hunter_488,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_769,Hunter_451,Treasure Found,Encountered a rare animal.,Success
Event_770,Hunter_975,Animal Encounter,Encountered a hidden treasure.,Failure
Event_771,Hunter_938,Treasure Found,Encountered a hidden treasure.,Success
Event_772,Hunter_19,Animal Encounter,Encountered a hidden treasure.,Failure
Event_773,Hunter_990,Treasure Found,Encountered a rare animal.,Success
Event_774,Hunter_439,Treasure Found,Encountered a rare animal.,Failure
Event_775,Hunter_508,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_776,Hunter_427,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_777,Hunter_34,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_778,Hunter_284,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_779,Hunter_269,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_780,Hunter_463,Animal Encounter,Encountered a hidden treasure.,Success
Event_781,Hunter_419,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_782,Hunter_628,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_783,Hunter_368,Animal Encounter,Encountered a rare animal.,Success
Event_784,Hunter_441,Treasure Found,Encountered a rare animal.,Success
Event_785,Hunter_357,Animal Encounter,Encountered a hidden treasure.,Failure
Event_786,Hunter_270,Animal Encounter,Encountered a hidden treasure.,Failure
Event_787,Hunter_325,Treasure Found,Encountered a hidden treasure.,Success
Event_788,Hunter_945,Animal Encounter,Encountered a rare animal.,Failure
Event_789,Hunter_144,Treasure Found,Encountered a rare animal.,Success
Event_790,Hunter_208,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_791,Hunter_815,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_792,Hunter_211,Dangerous Challenge,Encountered a rare animal.,Success
Event_793,Hunter_687,Animal Encounter,Encountered a rare animal.,Failure
Event_794,Hunter_243,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_795,Hunter_355,Treasure Found,Encountered a dangerous obstacle.,Success
Event_796,Hunter_499,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_797,Hunter_614,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_798,Hunter_657,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_799,Hunter_442,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_800,Hunter_505,Treasure Found,Encountered a hidden treasure.,Failure
Event_801,Hunter_544,Treasure Found,Encountered a rare animal.,Success
Event_802,Hunter_117,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_803,Hunter_555,Animal Encounter,Encountered a rare animal.,Success
Event_804,Hunter_484,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_805,Hunter_145,Treasure Found,Encountered a rare animal.,Failure
Event_806,Hunter_391,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_807,Hunter_39,Animal Encounter,Encountered a rare animal.,Failure
Event_808,Hunter_189,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_809,Hunter_130,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_810,Hunter_908,Treasure Found,Encountered a hidden treasure.,Success
Event_811,Hunter_326,Treasure Found,Encountered a hidden treasure.,Failure
Event_812,Hunter_588,Animal Encounter,Encountered a rare animal.,Failure
Event_813,Hunter_671,Animal Encounter,Encountered a hidden treasure.,Success
Event_814,Hunter_108,Dangerous Challenge,Encountered a rare animal.,Failure
Event_815,Hunter_480,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_816,Hunter_638,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_817,Hunter_733,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_818,Hunter_334,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_819,Hunter_795,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_820,Hunter_86,Animal Encounter,Encountered a hidden treasure.,Failure
Event_821,Hunter_278,Dangerous Challenge,Encountered a rare animal.,Failure
Event_822,Hunter_34,Animal Encounter,Encountered a hidden treasure.,Failure
Event_823,Hunter_805,Treasure Found,Encountered a rare animal.,Failure
Event_824,Hunter_613,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_825,Hunter_467,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_826,Hunter_384,Treasure Found,Encountered a rare animal.,Failure
Event_827,Hunter_948,Treasure Found,Encountered a rare animal.,Success
Event_828,Hunter_540,Treasure Found,Encountered a hidden treasure.,Success
Event_829,Hunter_321,Dangerous Challenge,Encountered a rare animal.,Success
Event_830,Hunter_860,Dangerous Challenge,Encountered a rare animal.,Success
Event_831,Hunter_43,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_832,Hunter_173,Treasure Found,Encountered a rare animal.,Success
Event_833,Hunter_318,Animal Encounter,Encountered a hidden treasure.,Success
Event_834,Hunter_909,Animal Encounter,Encountered a hidden treasure.,Failure
Event_835,Hunter_934,Treasure Found,Encountered a hidden treasure.,Success
Event_836,Hunter_719,Treasure Found,Encountered a dangerous obstacle.,Success
Event_837,Hunter_412,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_838,Hunter_693,Treasure Found,Encountered a rare animal.,Success
Event_839,Hunter_618,Animal Encounter,Encountered a rare animal.,Success
Event_840,Hunter_452,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_841,Hunter_942,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_842,Hunter_126,Treasure Found,Encountered a hidden treasure.,Success
Event_843,Hunter_86,Dangerous Challenge,Encountered a rare animal.,Failure
Event_844,Hunter_899,Animal Encounter,Encountered a rare animal.,Failure
Event_845,Hunter_32,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_846,Hunter_520,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_847,Hunter_643,Treasure Found,Encountered a rare animal.,Failure
Event_848,Hunter_988,Dangerous Challenge,Encountered a rare animal.,Failure
Event_849,Hunter_623,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_850,Hunter_327,Dangerous Challenge,Encountered a rare animal.,Failure
Event_851,Hunter_738,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_852,Hunter_230,Treasure Found,Encountered a rare animal.,Failure
Event_853,Hunter_805,Dangerous Challenge,Encountered a rare animal.,Failure
Event_854,Hunter_981,Treasure Found,Encountered a dangerous obstacle.,Success
Event_855,Hunter_4,Dangerous Challenge,Encountered a rare animal.,Success
Event_856,Hunter_360,Treasure Found,Encountered a dangerous obstacle.,Success
Event_857,Hunter_667,Animal Encounter,Encountered a rare animal.,Success
Event_858,Hunter_245,Treasure Found,Encountered a rare animal.,Success
Event_859,Hunter_246,Treasure Found,Encountered a dangerous obstacle.,Success
Event_860,Hunter_203,Animal Encounter,Encountered a rare animal.,Failure
Event_861,Hunter_55,Animal Encounter,Encountered a hidden treasure.,Failure
Event_862,Hunter_152,Animal Encounter,Encountered a rare animal.,Failure
Event_863,Hunter_298,Animal Encounter,Encountered a hidden treasure.,Success
Event_864,Hunter_952,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_865,Hunter_246,Treasure Found,Encountered a rare animal.,Success
Event_866,Hunter_701,Animal Encounter,Encountered a hidden treasure.,Failure
Event_867,Hunter_307,Animal Encounter,Encountered a rare animal.,Success
Event_868,Hunter_125,Animal Encounter,Encountered a hidden treasure.,Success
Event_869,Hunter_474,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_870,Hunter_582,Treasure Found,Encountered a dangerous obstacle.,Success
Event_871,Hunter_159,Dangerous Challenge,Encountered a rare animal.,Failure
Event_872,Hunter_669,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_873,Hunter_913,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_874,Hunter_2,Treasure Found,Encountered a rare animal.,Success
Event_875,Hunter_849,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_876,Hunter_868,Treasure Found,Encountered a dangerous obstacle.,Success
Event_877,Hunter_569,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_878,Hunter_588,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_879,Hunter_713,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_880,Hunter_61,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_881,Hunter_444,Animal Encounter,Encountered a rare animal.,Success
Event_882,Hunter_484,Dangerous Challenge,Encountered a rare animal.,Success
Event_883,Hunter_385,Animal Encounter,Encountered a rare animal.,Success
Event_884,Hunter_968,Dangerous Challenge,Encountered a rare animal.,Success
Event_885,Hunter_497,Treasure Found,Encountered a hidden treasure.,Success
Event_886,Hunter_692,Treasure Found,Encountered a hidden treasure.,Success
Event_887,Hunter_629,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_888,Hunter_41,Animal Encounter,Encountered a hidden treasure.,Success
Event_889,Hunter_640,Dangerous Challenge,Encountered a rare animal.,Success
Event_890,Hunter_672,Treasure Found,Encountered a hidden treasure.,Success
Event_891,Hunter_262,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_892,Hunter_26,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_893,Hunter_257,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_894,Hunter_474,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_895,Hunter_172,Treasure Found,Encountered a hidden treasure.,Success
Event_896,Hunter_109,Animal Encounter,Encountered a hidden treasure.,Failure
Event_897,Hunter_392,Dangerous Challenge,Encountered a rare animal.,Success
Event_898,Hunter_14,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_899,Hunter_893,Treasure Found,Encountered a hidden treasure.,Failure
Event_900,Hunter_606,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_901,Hunter_877,Animal Encounter,Encountered a hidden treasure.,Failure
Event_902,Hunter_740,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_903,Hunter_193,Animal Encounter,Encountered a hidden treasure.,Success
Event_904,Hunter_214,Treasure Found,Encountered a hidden treasure.,Success
Event_905,Hunter_542,Animal Encounter,Encountered a hidden treasure.,Success
Event_906,Hunter_18,Treasure Found,Encountered a hidden treasure.,Failure
Event_907,Hunter_446,Treasure Found,Encountered a hidden treasure.,Success
Event_908,Hunter_632,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_909,Hunter_205,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_910,Hunter_543,Treasure Found,Encountered a hidden treasure.,Failure
Event_911,Hunter_206,Animal Encounter,Encountered a hidden treasure.,Success
Event_912,Hunter_737,Animal Encounter,Encountered a hidden treasure.,Failure
Event_913,Hunter_681,Animal Encounter,Encountered a hidden treasure.,Success
Event_914,Hunter_301,Treasure Found,Encountered a dangerous obstacle.,Success
Event_915,Hunter_723,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_916,Hunter_266,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_917,Hunter_214,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_918,Hunter_432,Animal Encounter,Encountered a rare animal.,Success
Event_919,Hunter_994,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_920,Hunter_227,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_921,Hunter_61,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_922,Hunter_493,Animal Encounter,Encountered a rare animal.,Success
Event_923,Hunter_77,Dangerous Challenge,Encountered a rare animal.,Success
Event_924,Hunter_718,Dangerous Challenge,Encountered a rare animal.,Failure
Event_925,Hunter_734,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_926,Hunter_105,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_927,Hunter_548,Treasure Found,Encountered a hidden treasure.,Success
Event_928,Hunter_261,Animal Encounter,Encountered a hidden treasure.,Success
Event_929,Hunter_926,Dangerous Challenge,Encountered a rare animal.,Failure
Event_930,Hunter_566,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_931,Hunter_279,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_932,Hunter_355,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_933,Hunter_172,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_934,Hunter_154,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_935,Hunter_226,Treasure Found,Encountered a dangerous obstacle.,Success
Event_936,Hunter_993,Animal Encounter,Encountered a hidden treasure.,Success
Event_937,Hunter_973,Dangerous Challenge,Encountered a rare animal.,Failure
Event_938,Hunter_173,Treasure Found,Encountered a rare animal.,Success
Event_939,Hunter_636,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_940,Hunter_480,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_941,Hunter_350,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_942,Hunter_827,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_943,Hunter_143,Treasure Found,Encountered a dangerous obstacle.,Success
Event_944,Hunter_167,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_945,Hunter_287,Treasure Found,Encountered a rare animal.,Failure
Event_946,Hunter_402,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_947,Hunter_253,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_948,Hunter_514,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_949,Hunter_223,Dangerous Challenge,Encountered a rare animal.,Success
Event_950,Hunter_210,Treasure Found,Encountered a rare animal.,Success
Event_951,Hunter_930,Animal Encounter,Encountered a hidden treasure.,Success
Event_952,Hunter_631,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_953,Hunter_501,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_954,Hunter_316,Dangerous Challenge,Encountered a rare animal.,Success
Event_955,Hunter_56,Dangerous Challenge,Encountered a rare animal.,Success
Event_956,Hunter_660,Animal Encounter,Encountered a hidden treasure.,Failure
Event_957,Hunter_403,Animal Encounter,Encountered a rare animal.,Success
Event_958,Hunter_473,Animal Encounter,Encountered a rare animal.,Success
Event_959,Hunter_769,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_960,Hunter_879,Treasure Found,Encountered a rare animal.,Success
Event_961,Hunter_357,Dangerous Challenge,Encountered a rare animal.,Failure
Event_962,Hunter_456,Animal Encounter,Encountered a rare animal.,Failure
Event_963,Hunter_868,Animal Encounter,Encountered a rare animal.,Success
Event_964,Hunter_986,Dangerous Challenge,Encountered a rare animal.,Success
Event_965,Hunter_108,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_966,Hunter_427,Treasure Found,Encountered a rare animal.,Success
Event_967,Hunter_243,Animal Encounter,Encountered a hidden treasure.,Success
Event_968,Hunter_149,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_969,Hunter_231,Treasure Found,Encountered a rare animal.,Failure
Event_970,Hunter_711,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_971,Hunter_890,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_972,Hunter_868,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_973,Hunter_272,Dangerous Challenge,Encountered a rare animal.,Success
Event_974,Hunter_206,Animal Encounter,Encountered a rare animal.,Failure
Event_975,Hunter_810,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_976,Hunter_368,Treasure Found,Encountered a rare animal.,Failure
Event_977,Hunter_426,Animal Encounter,Encountered a hidden treasure.,Success
Event_978,Hunter_708,Treasure Found,Encountered a rare animal.,Success
Event_979,Hunter_113,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_980,Hunter_738,Dangerous Challenge,Encountered a rare animal.,Failure
Event_981,Hunter_580,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_982,Hunter_792,Animal Encounter,Encountered a hidden treasure.,Failure
Event_983,Hunter_363,Animal Encounter,Encountered a rare animal.,Success
Event_984,Hunter_603,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_985,Hunter_553,Animal Encounter,Encountered a rare animal.,Success
Event_986,Hunter_333,Treasure Found,Encountered a hidden treasure.,Success
Event_987,Hunter_931,Dangerous Challenge,Encountered a rare animal.,Failure
Event_988,Hunter_735,Dangerous Challenge,Encountered a rare animal.,Success
Event_989,Hunter_352,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_990,Hunter_738,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_991,Hunter_345,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_992,Hunter_118,Dangerous Challenge,Encountered a rare animal.,Success
Event_993,Hunter_230,Animal Encounter,Encountered a rare animal.,Success
Event_994,Hunter_563,Dangerous Challenge,Encountered a rare animal.,Success
Event_995,Hunter_649,Animal Encounter,Encountered a hidden treasure.,Success
Event_996,Hunter_37,Animal Encounter,Encountered a hidden treasure.,Success
Event_997,Hunter_668,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_998,Hunter_804,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_999,Hunter_154,Animal Encounter,Encountered a hidden treasure.,Failure
Event_1000,Hunter_608,Animal Encounter,Encountered a rare animal.,Success
